10;-6850;0.8953382542587163;-12550.0;58800.984;3818.181818181818
20;-5000;0.8097278682212583;-7204.545454545455;37468.6;4500.0
30;-8800;0.7323033696543974;-9286.363636363636;37104.43;12900.0
40;150;0.6622820409839835;-21640.909090909092;92058.1;26800.0
50;-6500;0.5989560064661611;-6727.272727272727;34564.36;23300.0
60;-4550;0.5416850759668536;-3059.090909090909;43124.28;18800.0
70;-1000;0.4898902730042049;-4172.727272727273;89214.62;19900.0
80;-21400;0.44304798162617254;-9350.0;44995.336;29500.0
90;-5800;0.40068465295154065;-36.36363636363637;57597.805;28300.0
100;-34850;0.36237201786049694;-8277.272727272728;41964.812;42900.0
110;-116200;0.3277227574378037;-25713.636363636364;83003.945;41300.0
120;2700;0.2963865873992079;-13950.0;67480.336;38800.0
130;1250;0.26804671691687404;-21845.454545454544;155122.45;42500.0
140;-1750;0.24241664604458016;-7686.363636363636;56998.637;30900.0
150;-3500;0.21923726936647234;-3727.2727272727275;64733.324;28900.0
160;-5000;0.19827425658891445;-1786.3636363636363;21915.783;34300.0
170;1000;0.17931568359471056;-2968.181818181818;105197.24;23100.0
180;-5100;0.16216989001100657;-7695.454545454545;172990.03;13100.0
190;-3500;0.1466635416321037;-663.6363636363636;28575.084;31000.0
200;-1850;0.13263987810938213;-1159.090909090909;52541.926;54900.0
210;-6250;0.11995712819347792;-5040.909090909091;54958.914;23300.0
220;-5500;0.10848707650771475;-5440.909090909091;115325.51;38000.0
230;-3350;0.09811376736368599;-2077.2727272727275;116877.25;17700.0
240;-5000;0.08873233251530144;-890.9090909090909;121468.87;31700.0
250;-1000;0.08024793100055952;-1868.1818181818182;104193.65;41400.0
260;-8000;0.07257479035344938;-1413.6363636363637;91136.99;41900.0
270;-8500;0.06563533949318151;-6436.363636363636;106371.73;39500.0
280;-9750;0.05935942452475082;-29722.727272727272;48636.0;24300.0
290;-3750;0.05368359952302266;-3390.909090909091;45647.766;23700.0
300;26450;0.0485504851305729;-718.1818181818181;113524.58;11200.0
310;-5100;0.043908188485071616;509.09090909090907;22040.883;20800.0
320;-2500;0.03970977861200675;-9450.0;101614.47;33200.0
330;-5000;0.03591281197926689;-1709.090909090909;39693.773;29900.0
340;-4000;0.032478903417210436;-6622.727272727273;214743.88;18100.0
350;-8800;0.029373338066467324;-3372.7272727272725;55295.11;9500.0
360;17450;0.02656472043048682;-1431.8181818181818;23151.12;26400.0
370;27900;0.024024656984952448;3286.3636363636365;99356.016;36900.0
380;12050;0.021727469135426065;4768.181818181818;97896.586;19300.0
390;17200;0.019649933621386378;4195.454545454545;168993.14;35000.0
400;40800;0.017771047742294682;-5404.545454545455;180739.6;32300.0
410;18500;0.016071817032256998;11050.0;74603.91;20900.0
420;3000;0.01453506323679443;18572.727272727272;36924.547;47700.0
430;28750;0.013145250650476335;-13045.454545454546;281248.44;51800.0
440;16400;0.011888329059788623;22222.727272727272;76494.14;38000.0
450;17900;0.010751591703479106;20986.363636363636;75034.445;38200.0
460;9900;0.01;16618.18181818182;231693.36;36800.0
470;107500;0.01;30690.909090909092;272947.06;47300.0
480;115600;0.01;37454.545454545456;300289.38;46500.0
490;31400;0.01;28695.454545454544;240460.84;56300.7
499;16250;0.01;19768.18181818182;165107.98;31666.666666666668
