10;-28200;0.8953382542587163;-16204.545454545454;304067.03;40727.27272727273
20;31550;0.8097278682212583;-22477.272727272728;229613.88;51100.0
30;-25500;0.7323033696543974;-7018.181818181818;175635.38;49400.0
40;3750;0.6622820409839835;-11059.09090909091;123194.13;50600.0
50;-27550;0.5989560064661611;-16554.545454545456;283733.0;56600.0
60;-26850;0.5416850759668536;-20781.81818181818;321533.94;55800.0
70;-47600;0.4898902730042049;-32286.363636363636;169563.83;14300.0
80;-32300;0.44304798162617254;-67536.36363636363;148540.48;10000.0
90;-8700;0.40068465295154065;-33995.454545454544;114848.83;27600.0
100;-21550;0.36237201786049694;-13818.181818181818;126031.24;19000.0
110;-17700;0.3277227574378037;-6927.272727272727;102336.26;33100.0
120;-11950;0.2963865873992079;-21809.090909090908;196210.34;44200.0
130;-34950;0.26804671691687404;-49240.90909090909;84716.37;52400.0
140;-20500;0.24241664604458016;-15354.545454545454;84017.39;21200.0
150;-18200;0.21923726936647234;-8513.636363636364;185668.88;36700.0
160;-2800;0.19827425658891445;4281.818181818182;60504.625;56000.0
170;-48900;0.17931568359471056;-12509.09090909091;75506.77;38200.0
180;150;0.16216989001100657;-4231.818181818182;124282.03;39600.0
190;-13150;0.1466635416321037;-3959.090909090909;192705.73;20600.0
200;-11950;0.13263987810938213;-8363.636363636364;95768.84;44600.0
210;-37250;0.11995712819347792;-15295.454545454546;123622.46;35800.0
220;34250;0.10848707650771475;-33981.818181818184;152548.16;54400.0
230;3700;0.09811376736368599;-5618.181818181818;97914.484;89500.0
240;39750;0.08873233251530144;-454.54545454545456;112896.6;54500.0
250;-23100;0.08024793100055952;-6422.727272727273;181301.8;46900.0
260;-9600;0.07257479035344938;-1804.5454545454545;108644.445;59900.0
270;-26700;0.06563533949318151;-11677.272727272728;133233.73;53100.0
280;2200;0.05935942452475082;4813.636363636364;129755.805;55400.0
290;-25600;0.05368359952302266;-13454.545454545454;46907.53;35600.0
300;45600;0.0485504851305729;-3495.4545454545455;121523.35;70400.0
310;52900;0.043908188485071616;3090.909090909091;121113.66;68300.0
320;62950;0.03970977861200675;-1113.6363636363637;133728.0;54000.0
330;-11000;0.03591281197926689;2218.181818181818;75977.0;41300.0
340;-40350;0.032478903417210436;-34959.09090909091;117740.086;38800.0
350;-6550;0.029373338066467324;-33677.27272727273;114468.375;40600.0
360;-29250;0.02656472043048682;-36336.36363636364;94700.56;70300.0
370;12400;0.024024656984952448;-36318.181818181816;34289.695;74200.0
380;-12800;0.021727469135426065;727.2727272727273;126286.56;45200.0
390;-37100;0.019649933621386378;-7331.818181818182;106138.83;59600.0
400;8150;0.017771047742294682;-31977.272727272728;118100.86;65200.0
410;-79550;0.016071817032256998;-15850.0;79004.12;54900.0
420;-41500;0.01453506323679443;-10268.181818181818;79308.055;52500.0
430;-36300;0.013145250650476335;-12918.181818181818;87917.16;27900.0
440;5900;0.011888329059788623;-11772.727272727272;109968.97;34100.0
450;47350;0.010751591703479106;-5659.090909090909;120558.07;70500.0
460;-46800;0.01;-33286.36363636364;109634.016;71100.0
470;-2700;0.01;2345.4545454545455;121888.24;82500.0
480;9100;0.01;-15990.90909090909;179928.3;60100.0
490;-5850;0.01;-12313.636363636364;77021.81;56000.0
499;-45500;0.01;-4577.272727272727;95477.62;84333.33333333333
