100;-7;0.3261348160744472;-6.965346534653466;0.19468193;56;32
200;-59.5;0.2;-11.415841584158416;0.5344708;57;27
300;-9.5;0.2;-15.07920792079208;0.7134333;68;25
400;-16;0.2;-15.569306930693068;0.3799855;59;29
500;-1;0.2;-16.64851485148515;0.34281212;59;28
600;-42;0.2;-15.138613861386139;0.3748244;62;26
700;-21;0.2;-16.178217821782177;0.52185404;63;25
800;-19;0.2;-14.970297029702971;0.37343618;66;28
900;-14;0.2;-15.752475247524753;0.40052125;63;29
1000;1;0.2;-23.831683168316832;0.25761938;61;29
1100;0;0.2;-15.435643564356436;0.09993536;57;35
1200;-13;0.2;-13.945544554455445;0.4387484;67;24
1300;-35;0.2;-18.485148514851485;0.61710006;51;41
1400;-10;0.2;-16.099009900990097;2.0262556;63;25
1500;-15;0.2;-15.46039603960396;0.15971996;57;36
1600;1;0.2;-19.65841584158416;0.3154861;59;30
1700;-1;0.2;-16.019801980198018;3.3588169;54;34
1800;-1;0.2;-18.752475247524753;0.16115764;48;46
1900;-11;0.2;-17.995049504950494;0.46835095;48;37
2000;-7;0.2;-20.064356435643564;0.35662308;63;26
2100;-16;0.2;-17.826732673267326;0.29244047;59;30
2200;-13;0.2;-18.42079207920792;0.13758254;60;27
2300;-12;0.2;-14.767326732673267;0.121101096;64;21
2400;-18;0.2;-13.366336633663366;0.24490626;55;31
2500;-52;0.2;-20.574257425742573;0.34369323;62;28
2600;-1;0.2;-24.91089108910891;0.29189116;61;27
2700;-11;0.2;-16.876237623762375;0.5312077;54;37
2800;-10;0.2;-15.51980198019802;0.19766468;63;26
2900;-44.5;0.2;-20.39108910891089;0.58669984;62;23
3000;-12;0.2;-16.217821782178216;0.058713816;60;33
3100;-7;0.2;-21.495049504950494;2.050664;57;33
3200;1;0.2;-21.792079207920793;0.13331811;63;27
3300;1;0.2;-24.247524752475247;0.09904244;49;31
3400;-3;0.2;-15.925742574257425;2.8572469;74;17
3500;-27;0.2;-18.61881188118812;0.46935546;72;21
3600;1;0.2;-15.900990099009901;0.07119968;55;29
3700;-26;0.2;-16.094059405940595;0.18569264;51;34
3800;-5;0.2;-13.524752475247524;0.788668;69;25
3900;-12;0.2;-13.054455445544555;0.11444333;63;32
4000;-21;0.2;-15.57920792079208;0.61173093;59;34
4100;1;0.2;-14.0;0.038428426;59;27
4200;-5;0.2;-13.054455445544555;0.3374909;67;28
4300;-8;0.2;-21.643564356435643;0.66891724;59;27
4400;0;0.2;-16.73267326732673;0.047626633;62;24
4500;-12;0.2;-14.341584158415841;0.7183752;66;21
4600;-2;0.2;-11.272277227722773;0.042366877;64;31
4700;-71;0.2;-15.935643564356436;0.48450893;67;30
4800;-1;0.2;-20.242574257425744;0.55961835;53;34
4900;-13;0.2;-19.099009900990097;0.93868107;48;38
4999;-8;0.2;-21.42079207920792;0.66940385;55;31
