10;-100;0.9890548353295385;-201.36363636363637;22.775728;0.0
20;-100;0.9792086759647052;-100.0;25.284945;0.0
30;-100;0.9694605362958227;-100.0;10013.919;0.0
40;-100;0.959809440525076;-100.0;0.021292588;0.0
50;-250;0.9502544225688344;-126.81818181818181;1164.2932;0.0
60;825;0.9407945259609451;-219.0909090909091;1341.9542;0.2
70;-505;0.9314288037569908;-1237.2727272727273;17501.877;0.1
80;470;0.9221563184394991;-421.3636363636364;1988.507;0.3
90;-155;0.9129761418240965;-340.0;550.735;0.0
100;-610;0.9038873549665959;-1189.090909090909;674.1191;0.1
110;-340;0.8948890480710096;-817.2727272727273;191.23653;0.1
120;-120;0.8859803203984784;-520.4545454545455;1069.4878;0.1
130;-9065;0.8771602801771059;-9728.636363636364;519.11426;0.9
140;-3465;0.8684280445126921;-2581.818181818182;1094.7015;1.0
150;680;0.8597827393003539;-4952.272727272727;880.33466;1.0
160;-3355;0.8512234991370281;-3867.7272727272725;1400.1768;1.0
170;75;0.8427494672348417;-2905.0;12694.695;1.2
180;115;0.8343597953353479;-835.0;3997.672;1.3
190;-190;0.8260536436246144;-1196.3636363636363;11488.277;1.5
200;-80;0.8178301806491574;-193.1818181818182;2088.4966;1.4
210;-110;0.8096885832327116;-557.2727272727273;2565.6584;1.0
220;-8620;0.8016280363938307;-2006.8181818181818;6654.829;1.1
230;-1300;0.7936477332643059;-716.3636363636364;8501.167;1.3
240;185;0.7857468750083979;-190.0;1394.6261;1.4
250;1265;0.7779246707428734;-280.90909090909093;17373.578;1.3
260;2105;0.7701803374578359;61.81818181818182;2492.4885;1.3
270;490;0.7625130999383466;412.72727272727275;3781.0557;1.2
280;420;0.7549221906868242;765.0;6551.2104;1.5
290;465;0.7474068498462175;606.8181818181819;3784.6853;1.4
300;1580;0.7399663251239436;825.0;2984.5967;1.7
310;705;0.7325998717165821;-98.18181818181819;834.67365;1.3
320;-200;0.7253067522353204;-13.181818181818182;4033.014;1.3
330;2890;0.7180862366321393;489.09090909090907;5687.437;1.7
340;90;0.7109376021267352;-314.54545454545456;2115.11;1.5
350;2645;0.7038601331341691;770.9090909090909;3478.1511;1.8
360;2295;0.6968531211932361;698.1818181818181;12613.909;2.1
370;2480;0.6899158648955466;701.3636363636364;4407.8457;1.9
380;260;0.6830476698153162;1730.909090909091;5505.006;2.6
