10900;7200;0.01;5326.732673267326;8630.908;92;0;0
11000;5100;0.01;4654.455445544554;232194.88;77;10;0
11100;5100;0.01;5239.60396039604;4703.191;93;1;1
11200;6100;0.01;5206.930693069307;9034.181;96;1;2
11300;5100;0.01;5101.980198019802;4253695.0;92;3;0
11400;5100;0.01;5210.891089108911;6285.2896;92;1;0
11500;5100;0.01;5271.287128712871;17470.58;94;1;1
11600;-1900;0.01;5138.6138613861385;65445.883;91;2;0
11700;6200;0.01;5001.980198019802;102282.016;93;3;0
11800;5100;0.01;5402.970297029703;3688.4473;94;0;0
11900;5100;0.01;5235.6435643564355;134504.52;97;0;0
12000;6200;0.01;5272.277227722772;298214.28;89;1;1
12100;5100;0.01;5405.940594059406;257597.94;85;1;4
12200;5100;0.01;5290.0990099009905;24863.021;97;0;0
12300;5100;0.01;4809.9009900990095;3189.4543;92;5;1
12400;-900;0.01;4852.475247524752;16709.8;88;6;1
12500;5100;0.01;5049.504950495049;52332.92;94;2;0
12600;-1900;0.01;4887.1287128712875;13220.486;92;5;0
12700;7200;0.01;4997.029702970297;390268.38;90;4;3
12800;6200;0.01;4476.237623762377;53806.406;83;12;1
12900;5100;0.01;4413.861386138614;24752.57;73;14;1
13000;5100;0.01;5139.60396039604;654.99805;94;2;1
13100;5100;0.01;5209.9009900990095;69450.55;91;2;1
13200;5100;0.01;5201.980198019802;71852.26;90;2;0
13300;5100;0.01;5330.693069306931;13937.569;94;0;0
13400;5100;0.01;5278.217821782178;104564.445;92;1;1
13500;5100;0.01;5080.19801980198;1620.506;93;3;1
13600;5100;0.01;5215.841584158416;506.68127;96;1;0
13700;6100;0.01;5378.217821782178;391639.8;95;0;1
13800;5100;0.01;5239.60396039604;7583.361;95;1;2
13900;5100;0.01;5022.772277227723;5426.825;86;6;0
14000;5100;0.01;5099.009900990099;114236.73;94;3;1
14100;5100;0.01;5137.623762376237;77012.79;93;2;0
14200;5100;0.01;5040.59405940594;309.33856;87;4;1
14300;5100;0.01;5350.495049504951;587202.0;94;0;1
14400;6100;0.01;5120.792079207921;92059.99;90;3;1
14500;5100;0.01;5286.138613861386;56392.867;96;0;2
14600;5100;0.01;4961.3861386138615;3101.3616;93;5;2
14700;6200;0.01;5231.683168316832;83575.04;91;2;1
14800;5100;0.01;5198.019801980198;4247.4775;94;2;3
14900;5100;0.01;5290.0990099009905;1007797.44;92;1;0
15000;5100;0.01;4787.1287128712875;23651.338;84;9;1
15100;5100;0.01;5019.80198019802;45423.21;90;4;0
15200;6200;0.01;5218.811881188119;114387.35;90;1;0
15300;5100;0.01;5189.108910891089;1327.4044;92;2;0
15400;7200;0.01;5202.970297029703;28072.541;94;2;0
15500;5100;0.01;5366.336633663366;16543.783;88;0;0
15600;5100;0.01;5306.930693069307;4965.8564;93;1;1
15700;5100;0.01;5332.6732673267325;4311.82;88;1;1
15800;6200;0.01;5267.3267326732675;14629.942;90;1;0
15900;6100;0.01;4858.415841584158;496810.8;90;6;0
16000;5100;0.01;4758.415841584158;1317.0703;92;6;2
16100;5100;0.01;5100.990099009901;62109.062;96;2;0
16200;5100;0.01;5183.168316831683;44462.973;91;2;1
16300;6100;0.01;5150.495049504951;148616.39;89;2;3
16400;5100;0.01;5251.485148514851;21963.135;93;1;3
16500;5100;0.01;4415.841584158416;4455.945;86;11;0
16600;5100;0.01;5137.623762376237;35264.83;93;2;0
16700;7200;0.01;5008.910891089109;91766.31;97;2;0
16800;5100;0.01;5162.376237623763;162902.84;88;3;0
16900;6200;0.01;5062.376237623763;638433.56;91;3;2
17000;5100;0.01;5178.217821782178;9559.36;95;1;0
17100;5100;0.01;5080.19801980198;3739.9475;96;2;2
17200;5100;0.01;4752.475247524752;70606.484;88;6;0
17300;5100;0.01;4865.346534653465;6487.864;93;4;1
17400;5100;0.01;4849.504950495049;395088.06;92;5;2
17500;5100;0.01;4676.237623762377;535808.9;87;7;0
17600;5100;0.01;4832.6732673267325;63578.09;92;5;0
17700;5100;0.01;5270.297029702971;33847.48;90;0;0
17800;5100;0.01;5200.990099009901;260.60938;93;1;1
17900;5100;0.01;5172.277227722772;99416.08;88;2;0
18000;5100;0.01;4916.831683168317;3155100.5;92;4;1
18100;5100;0.01;4821.782178217822;989.6695;92;5;0
18200;6200;0.01;4816.831683168317;52929.504;90;5;0
18300;5100;0.01;5400.990099009901;279656.1;93;0;0
18400;5100;0.01;5014.851485148515;259902.98;89;4;0
18500;7200;0.01;5011.881188118812;490.02664;92;3;0
18600;5100;0.01;5088.118811881188;2662530.2;93;2;0
18700;5100;0.01;4618.811881188119;226.23677;89;8;0
18800;5100;0.01;5103.960396039604;17875.998;94;2;4
18900;7200;0.01;5109.9009900990095;153549.64;88;3;1
19000;5100;0.01;4988.118811881188;683377.9;86;5;2
19100;5100;0.01;4843.564356435643;801715.25;88;5;2
19200;5100;0.01;5044.554455445545;19355.602;92;3;3
19300;5100;0.01;5140.59405940594;119914.81;90;3;1
19400;5100;0.01;4953.465346534654;21225.611;91;4;1
19500;6100;0.01;5118.811881188119;9564.083;85;3;1
19600;5100;0.01;5231.683168316832;24177.086;89;2;1
19700;6200;0.01;4791.089108910891;11075.306;89;7;0
19800;5100;0.01;5353.465346534654;52721.195;93;0;2
19900;5100;0.01;5178.217821782178;20207.553;92;1;1
20000;5100;0.01;4733.663366336634;15103.035;88;7;0
20100;5100;0.01;5167.3267326732675;1628.9819;91;2;0
20200;5100;0.01;5055.445544554455;1616.6222;90;4;1
20300;5100;0.01;5129.702970297029;31760.809;92;2;2
20400;5100;0.01;5078.217821782178;428622.28;87;3;0
20500;5100;0.01;4934.653465346535;3431.3372;89;5;2
20600;5100;0.01;5092.079207920792;4503.672;86;4;1
20700;5100;0.01;5351.485148514851;220.87337;87;1;1
20800;5100;0.01;5336.633663366337;859.71;90;0;0
20900;5100;0.01;5171.287128712871;797.645;94;2;1
21000;5100;0.01;5049.504950495049;5068.496;94;3;0
21100;5100;0.01;4897.029702970297;1544.8232;95;4;1
21200;6200;0.01;5186.138613861386;642.5299;96;2;0
21300;5100;0.01;5199.009900990099;15485.449;91;2;2
21400;6200;0.01;4918.811881188119;4558.2095;94;5;1
21500;5100;0.01;5334.653465346535;44002.582;90;1;0
21600;6200;0.01;5408.910891089109;6764.986;90;0;1
21700;5100;0.01;5255.445544554455;326.54666;95;2;1
21800;5100;0.01;5117.821782178218;901.6343;96;2;2
21900;5100;0.01;5162.376237623763;7228.597;93;2;1
22000;6200;0.01;5424.752475247525;266618.38;94;0;1
22100;5100;0.01;5335.6435643564355;4756.229;93;0;2
22200;5100;0.01;5393.069306930693;79967.6;88;1;1
22300;5100;0.01;5332.6732673267325;7183.902;93;0;1
22400;5100;0.01;5366.336633663366;64255.055;89;0;1
22500;5100;0.01;5274.257425742574;11374.273;90;1;1
22600;5100;0.01;5339.60396039604;14164.418;95;0;1
22700;5100;0.01;5206.930693069307;1675.2882;93;1;0
22800;5100;0.01;5254.455445544554;156.21115;97;1;2
22900;5100;0.01;5421.782178217822;1913.1771;93;0;2
23000;5100;0.01;5185.148514851485;252456.7;92;1;2
23100;5100;0.01;5293.069306930693;65253.848;89;1;0
23200;5100;0.01;5196.039603960396;205382.52;95;1;0
23300;5100;0.01;5222.772277227723;3840.8274;82;2;0
23400;5100;0.01;5128.712871287129;5051.551;90;2;0
23500;5100;0.01;4796.039603960396;275913.03;88;7;0
23600;5100;0.01;5008.910891089109;4521.0244;93;3;2
23700;5100;0.01;5209.9009900990095;39100.434;96;1;1
23800;5100;0.01;5193.069306930693;969.6875;96;1;0
23900;5100;0.01;4559.40594059406;2557.0662;89;9;1
24000;5100;0.01;4612.8712871287125;41338.477;84;11;1
24100;5100;0.01;5304.950495049505;31547.494;89;1;1
24200;5100;0.01;4869.306930693069;128.09843;90;5;1
24300;6100;0.01;5402.970297029703;3318.385;91;0;2
24400;5100;0.01;5413.861386138614;23054.541;91;0;1
24500;5100;0.01;5305.940594059406;742235.94;93;0;0
24600;5100;0.01;5368.316831683168;108770.01;92;0;2
24700;5100;0.01;5295.049504950495;14162.35;92;0;1
24800;5100;0.01;5272.277227722772;36241.93;97;0;0
24900;5100;0.01;5171.287128712871;240602.95;91;2;0
24999;5100;0.01;5082.178217821782;216.13112;92;3;1
f.write((str(n)+";"+str(total_reward)+ ";"+str(epsilon)+";"+str(avg_rewards)+";"+ str(losses)+";"+ str(win_count))+";"+ str(lose_count)+";"+ str(illegal_moves)+"\n")
